מספר כתב יד,מדור ומדף,תיאור הכתב יד,"תגית: מקורי (בגוכתי""ק)",תגית: צילום/העתק,"תגית: אדמו""ר הזקן","תגית: אדמו""ר האמצעי",תגית: הצמח צדק,"תגית: אדמו""ר המהר""ש",תגית: סוג - דרושים,תגית: סוג - פנקסים,"תגית: אדמו""ר הרש""ב","תגית: אדמו""ר הריי""צ",תגית: קאפוסט,תגית: באברויסק,תגית: סטראשעלע,תגית: פאריטש,מספר עמודים
1200,ד,"מלאכת שלמה עדני, שלמה ב""ר ישועה פי' על המשניות. כתיבה ספרדית רהוטה. מטופס זה נלקט מה שנדפס בהמשניות ונמצאים בו סימני המדפיס מה להעתיק. 21*31 ס""מ. בשער:"" קניתיו..חיים יוסף דוד אזולאי ס""ט"" באוסף ווארשא נסמנו -                .267 ח""ד: 223 דף.",,,,,,,,,,,,,,,226
1201,לב,"""כתבי ליקוטי יקרים, מאמרים יקרים ונחמדים ומכתבים נחמדים, מכבוד קדושת רבותנו הקדושים אשר נבג""מ, ואשר עודם בחיים אתנו ה' יאריך ימיהם. הורוויץ, יהודה ליב הלוי נעשה בשנת יעתר לפ""ק"" (לשון השער). תרפ 13*20 ס""מ. רלג דף.",,,,,,,V,,,,,,,,173
1202,לד,"מלוקט - דרושי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ אדמו""ר מהרחש""ז מלאדי המפתח ועוד נכתב בידי הרח""א ביחאווסקי 18*22 ס""מ. קצח דף. ""ע""י זלצמן חה""פ תש""מ.",,,V,V,V,,V,,,,,,,,168
1203,לב,"שבחי הבעש""ט קטעים. בשינויים קלים מהנדפס (בנוסח ובסדר הסיפורים). נכתב כנראה לפני תקע""ה (שנת הדפוס הראשון). 21.5*17 ס""מ. דפים: ב-טז,כה-כז,כט-מד. בעלים: דוד הורוויץ, בראנקס נ.י. לפי ידיעתנו, כת""י יחיד בעולם. נדפס מכאן ע""י מונדשיין.",,,,,,,,,,,,,,,34
1204,לד,"דרושי אדמו""ר מהר""ש 20.5*14 ס""מ. דפים: לד-תכג. בעלים: ש""ד זיסלין.",,,,,,V,V,,,,,,,,358
1205,לד,"דרושי אדמו""ר מהר""ש כולל המשך מים רבים תרלו ועוד. 20.5*16.5 ס""מ. דפים: ד-רנח. בעלים: יהודה בן לאה רייזל",,,,,,V,V,,,,,,,,265
1206,לד,"דרושי אדמו""ר מהרי""ד מלאדי ע""ס השנה 21*17 ס""מ. תרט דף. המפתח בסוף. בעלים: בנו הרי""ל שניאורסאהן, רב בהאמיל ובויטבסק.",,,,,,,V,,,,,,,,608
1207,לב,"דרושי אדמו""ר מהרש""ב וקצת מ: הלל, הר""ה מפאריטש 22*17.5 ס""מ. רז,(22) דף. בעלים: מנחם מענדל היליעוויץ. ע""י פ. טייץ",,,,,,,V,,V,,,,,V,209
1208,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ כולל אגרת הויכוח והשלום וכמה אגרות רבותינו.   מעתיק: הורוויץ, אליהו (מחסידי הצ""צ) 21*17 ס""מ. רצ דף. רצ,א: מאמר תגובה לפירום ב""המליץ"" ו""הצפירה"" על תקנת עגונות, בשנת תרמ""ג. בעלים: חיים יצחק האבעמאן. דוד הורוויץ (בראנקס נ.י.).",,,V,V,V,,V,,,,,,,,271
1209,לד,"דרושי אדמו""ר האמצעי אדמו""ר הצ""צ הלל, הר""ה מפאריטש 22*17 ס""מ. תכט דף. בעלים: מהרי""ד שניאורסאהן (מלאדי), ובנו הרי""ל.",,,,V,V,,V,,,,,,,V,426
1210,לד,"דרושי אדמו""ר הצ""צ 24.5*18.5 ס""מ. דפים: קצב-שסב.",,,,,V,,V,,,,,,,,162
1211,לד,"בוך"" וידבר ויצוום"". דרושי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ 23*18 ס""מ. ר דף. כולל כמה אגרות אדמו""ר האמצעי והצ""צ.",,,V,V,V,,V,,,,,,,,200
1212,לד,"דרושי דא""ח, כנראה ל: אדמו""ר מהרי""ד מלאדי 22*17 ס""מ. 135 דף. בעלים: ישיבת תורת אמת, ירושלים.",,,,,,,V,,,,,,,,132
1213,לד,"בוך"" כי לא על הלחם - יוזביץ"". דרושי אדמו""ר הזקן 20.5*16.5 ס""מ. קט דף. בעלים: יהושע יוזביץ. ביהמ""ד בית מנחם, ירושלם.",,,V,,,,V,,,,,,,,103
1214,לד,"דרושי אדמו""ר הצ""צ אדמו""ר מהרחש""ז מלאדי 20.6*16.5 ס""מ. קט דף.",,,,,V,,V,,,,,,,,369
1215,לד,"דרושי אדמו""ר הצ""צ ועוד. 23*18 ס""מ. שיח דף (חסר באמצע).",,,,,V,,V,,,,,,,,257
1216,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ 23*18 ס""מ. דפים: ד-קנח. (מוספר ע""י רח""א ביחאווסקי). בעלים: ביהמ""ד אהל יצחק, ירושלים.",,,V,V,V,,V,,,,,,,,151
1217,לד,"דרושי אדמו""ר הצ""צ 22*17.5 ס""מ. 247 דף.",,,,,V,,V,,,,,,,,244
1218,לד,"דרושי אדמו""ר הזקן משנים תקסה,תקסט ועוד. הנחות אדמו""ר האמצעי 22*17.5 ס""מ. 135 דף. בעלים: ז.א. ליפשיץ (חותמת ברוסית). מ""ש בכותרת הדף הראשון שהם מאמרי הצ""צ, כנראה היא טעות הכותב.",,,V,V,V,,V,,,,,,,,132
1219,לד,"דרושי אדמו""ר האמצעי אדמו""ר הצ""צ 24*18 ס""מ. קפא דף. בעלים: י.מ. דוברוסקין.",,,,V,V,,V,,,,,,,,189
1220,לד,"דרושי אדמו""ר הזקן אדמו""ר הצ""צ וכמה אגרות רבותינו. 21*17 ס""מ. רסג דף בעלים: שמואל חרשק.",,,V,,V,,V,,,,,,,,244
1221,לד,"דרושי אדמו""ר מהר""ש כולל המשך מים רבים תרלו (הנדפס מכת""י זה, ויש בו הגהות כ""ק אדמו""ר שליט""א בשביל המדפיס) 20.5*17 ס""מ. שפג דף. בעלים: יהודה העשל לעוועבערג.",,,,,,V,V,,,,,,,,383
1222,לד,"דרושי אדמו""ר הצ""צ ועוד 21.5*17 ס""מ. תכא דף.",,,,,V,,V,,,,,,,,378
1223,לד,"דרושי אדמו""ר הצ""צ נעתק בחייו. רובם משנות תקצא-תקצה 23.5*18 ס""מ. רי דף (חסר בתחלתו). בעלים: יחיאל מיכל דוברוסקין.",,,,,V,,V,,,,,,,,186
1224,לד,"רובו דרושי אדמו""ר הצ""צ אדמו""ר מהרי""ד מלאדי ובסופו ליקוטים. 21*17 ס""מ. שמו דף",,,,,V,,V,,,,,,,,300
1225,לד,"דרושי אדמו""ר הצ""צ אדמו""ר מהרש""ב 21.5*17 ס""מ. קעג דף.",,,,,V,,V,,V,,,,,,152
1226,לד,"טעמי המצות הנדפס בס' דרך מצותיך אדמו""ר הצ""צ 22*17.5 ס""מ.",,,,,V,,,,,,,,,,115
1227,לד,"דרושי אדמו""ר הצ""צ 20.5*17 ס""מ. דפים: קצב-שמב (מוספרו ע""י רח""א ביחאווסקי). בעלים יצחק ברש""ז חן, ישיבת תו""א חברון. בכ""מ ציונים בכי""ק אדמו""ר שליט""א ללקו""ת לג""פ.",,,,,V,,V,,,,,,,,127
1228,לד,"דרושי הלל, הר""ה מפאריטש בגוכת""י. 21*18 ס""מ. קכט דף (חסר באמצע). בתחלתו מפתח בוך זה ועוד מהרח""א ביחאווסקי צב דף. בעלים: ביחאווסקי. וויינשטאק.",,,,,,,V,,,,,,,V,201
1229,לד,"דרושי אדמו""ר הצ""צ אדמו""ר מהרחש""ז מלאדי אדמו""ר הזקן אדמו""ר האמצעי הלל, הר""ה מפאריטש 22*17.5 ס""מ. תשט דף",,,V,V,V,,V,,,,,,,V,625
1230,לד,"רובו דרושי אדמו""ר הצ""צ ומיעוטו דרושי הלל, הר""ה מפאריטש 22.5*17 ס""מ. תרב דף בעלים: ביהמ""ד אהל יצחק חבד ירושלים",,,,,V,,V,,,,,,,V,573
1231,לה,"""בוך על משניות וגמרא מנשים ונזיקין נומר .""2 רובו בגוכתי""ק אדמו""ר הצ""צ * 24*19 ס""מ. (נכרכו בו כמה גליונות בני *18 22 ס""מ). נכרכו עמו שאלות ומכתבים אחדים, כנראה בהמשך לבוך נומר 1 הקודמו. 9 דף בלי ציון, ביניהם ב' דפים כתי""ק, מפתח לבוך זה ולנומר 1 הקודמו, אלא  שאין המפתח מתאים למה שנמצא בכרך זה. תיאור בוך זה - ע""י כ""ק אדמו""ר שליט""א בשו""ת צ""צ שער המילואים ח""ג נז,ב.",V,,,,V,,,,,,,,,,221
1232,לד,"דרושי אדמו""ר האמצעי אדמו""ר הצ""צ 23*19 ס""מ. קלד דף. בעלים: שאול ב""ר אברהם.",,,,V,V,,V,,,,,,,,135
1233,לד,"דרושי אדמו""ר הצ""צ 22.5*17.5 ס""מ. רלה דף. בעלים: כהן, ירושת""ו.",,,,,V,,V,,,,,,,,257
1234,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ ועוד. בסופו: ד""ה ואת האלף. 17*12 ס""מ. רו דף. בעלים: חנוך גליצנשטיין",,,V,V,V,,V,,,,,,,,206
1235,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי כולל אמרי בינה שער הק""ש. ודרושי אדמו""ר הצ""צ 17.5*11 ס""מ. 107 דף. בעלים: יוסף ברוך שפילמן.",,,V,V,V,,V,,,,,,,,100
1236,לד,"דרושי אדמו""ר הצ""צ 24.5*17.5 ס""מ. קיח דף בעלים: ח.א. מישולבין. זלצמן.",,,,,V,,V,,,,,,,,120
1237,לד,"מלוקט - דרושי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ אדמו""ר מהר""ש אדמו""ר מהרש""ז מקאפוסט הלל, הר""ה מפאריטש ועוד. 22*17 ס""מ. תעא דף. בעלים: אברהם מרדכי האפמאן. הרבנית ש. דזשייקאבסאן.",,,V,V,V,V,V,,,,V,,,V,451
1238,לד,"כנראה דרושי אדמו""ר הצ""צ אדמו""ר מהרי""ן מניעזשין 22*18 ס""מ. 267 ע'. בעלים: שניאור דובער שניאורסאהן (במהרי""ן) יצחק משולבין.",,,,,V,,V,,,,,,,,136
1239,לד,"בוך"" להבין ההפרש-תקס""ג"". מאמרי אדמו""ר הזקן משנות תקסב-תקסד 23*19 ס""מ. קנג דף. העתק מס'                           .1146",,V,V,,,,V,,,,,,,,154
1240,לד,"דרושי אדמו""ר הזקן - הקצרים. 18.5*11.5 ס""מ. קו דף. בעלים: יוסף הלפרין (מנשסטר).",,,V,,,,V,,,,,,,,106
1241,לד,"פלח הרמון הלל, הר""ה מפאריטש דרושים לס' שמות. הוכן לדפוס ע""י הרח""א ביחאווסקי עם מפתח בכתב ידו, ונדפס מכאן. תואר בהקדמה שם.",V,,,,,,V,,,,,,,V,329
1242,לד,"דרושי אדמו""ר מהר""ש תרכו-תרלה 21.5*16.5 ס""מ. שצג דף. בעלים: קיסילאוו אהרן משה. גורארי' חיים שמרי'.",,,,,,V,V,,,,,,,,386
1243,לד,"שרש מצות התפלה אדמו""ר הצ""צ בכת""י הר""ש סופר. 21.5*17 ס""מ. (100) דף. כת""י זה ניתן מכ""ק אדמו""ר מהר""ש מתנה לבנו כ""ק אדמו""ר מהרש""ב ליום הבר מצוה שלו, כמ""ש על דף המגן הקדמי בכתי""ק כ""ק אדמו""ר מהריי""צ. על הכריכה הקדמית מבפנים, חתימת כ""ק אדמו""ר שליט""א: מש""נ.",,,,,V,V,,,V,V,,,,,80
1244,לד,"דרושי אדמו""ר הזקן 18*11.5 ס""מ. פו דף בעלים מיכאל משולבין. הביא: יי""צ זלצמן.",,,V,,,,V,,,,,,,,86
1245,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ אדמו""ר מהר""ש ועוד. 22*17 ס""מ. תז דף. בעלים: מאיר שמחה חן. יהודה בוטראשווילי. יי""צ זלצמן.",,,V,V,V,V,V,,,,,,,,314
1246,יג,"פתח בית דוד גאלדפיין, דוד אבא (חתן הרוגוצ'ובי) חידושים על הרמב""ם הל' מעשה הקרבנות. אוטוגרף. 21.5*17.5 ס""מ. 49 דף. רובו חלק. בעלים: הלל זלצמן. יי""צ זלצמן. השווה מס'                          .1347",,,,,,,,,,,,,,,19
1247,לד,"דרושי אדמו""ר האמצעי בתחלתו קונט' ההתפעלות. 17.5*10.5 ס""מ. בעלים: שניאור זלמן ב""ר אברהם שמעון מקובליץ חדשה.",,,,V,,,V,,,,,,,,219
1248,לד,"תניא העתקה מהנדפס. 18*11 ס""מ. 151 דף. בעלים: רחל שאולזון נכרך עמו: עמודי בית יהודה.",,V,,,,,,,,,,,,,40
1249,לד,"דרושי אדמו""ר הזקן דרוש"" תניא אבא בנימין"". ובסופו:"" סליק בעז""ה יום ה' י""ב סיון דור""ת לפ""ק"" תרי ואח""כ"" פירוש מהמו""ל ספר אדרת אליהו מהגר""א ז""ל מווילנא"" 18*11 ס""מ. 39 דף. בעלים: דוד אליעזרי.",,,V,,,,V,,,,,,,,30
1250,לד,"מלוקט - דרושי דא""ח 23*18 ס""מ. רטז דף. ע""י יי""צ זלצמן.",,,,,,,V,,,,,,,,179
1251,ו,"רבקין, מנחם צבי אב""ד מנטשסטר חידושים בנגלה ודרושים. אוטוגרף. 21*17 ס""מ. ק דף (רובו חלק). חלק מהחידושים נדפס בסו""ס לב אליהו לחותנו (ווארשא תרס""ט,תרע""א). נכרך עמו מאמר יציאת מצרים. ע""י: אברהם אזדבא. ב""צ שפרן.",,,,,,,V,,,,,,,,20
1252,לד,"דרושי אדמו""ר הצ""צ אדמו""ר מהר""ש רובו כת""י ר""ש סופר. במקומות אחדים הגהות בכתי""ק מהר""ש 21.5*16 ס""מ. קכו דף. בתחלתו:"" (הועתק מבוך קיצורי' תרכ""א תרכ""ב)"". ע""י שמואל דוד רייטשיק וישכר דוב ווייס.",,,,,V,V,V,,,,,,,,116
1253,לד,"דרושי אדמו""ר הצ""צ כנראה המשך מס'                     .1252 23.5*17 ס""מ. דפים: קסא-רב. ע""י שמואל דוד רייטשיק וישכר דוב ווייס",,,,,V,,V,,,,,,,,10
1254,לד,"דרושי אדמו""ר הצ""צ כנראה המשך מס'                     .1253 21.5*17 ס""מ. דפים רג-רמד. ע""י שמואל דוד רייטשיק וישכר דוב ווייס",,,,,V,,V,,,,,,,,10
1255,לד,"דרושי אדמו""ר הצ""צ לספר במדבר. כת""י ר""ש סופר. 20*14 ס""מ. קפא דף. ע""י שמואל דוד רייטשיק וישכר דוב ווייס",,,,,V,,V,,,,,,,,176
1256,לד,"דרושי אדמו""ר הצ""צ חלק קטן מבוך. 25*17 ס""מ. דפים: כג-לו. ע""י שמואל דוד רייטשיק וישכר דוב ווייס",,,,,V,,V,,,,,,,,15
1257,לד,"פירוש המלות אדמו""ר האמצעי (רק חלק). 22.5*17.5 ס""מ. ע""י שמואל דוד רייטשיק וישכר דוב ווייס מונח בו שני דפים שהיו מכת""י פירוש המלות",,,,V,,,,,,,,,,,98
1258,לד,"דרושי אדמו""ר האמצעי חגה""ש - ש""פ חוקת תקע""ט 21*16.5 ס""מ. מד דף. ע""י שמואל דוד רייטשיק וישכר דוב ווייס",,,,V,,,V,,,,,,,,43
1259,לד,"דרושי אדמו""ר הצ""צ 24*16 ס""מ. דפים: מה-קס. ע""י שמואל דוד רייטשיק וישכר דוב ווייס",,,,,V,,V,,,,,,,,122
1260,לד,"דרושי אדמו""ר מהר""ש משנת תרלח הנחות אדמו""ר מהרש""ב * בגוכתי""ק. 26*21 ס""מ. קסט דף. השוה: 917.                         .1012 ע""י שמואל דוד רייטשיק וישכר דוב ווייס",V,,,,,V,V,,V,,,,,,147
1261,לד,"פירוש המלות אדמו""ר האמצעי (רק חלק). 17.5*11 ס""מ. סא דף. ע""י שמואל דוד רייטשיק וישכר דוב ווייס",,,,V,,,,,,,,,,,58
1262,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי כת""י קדום. 17*12 ס""מ. לג דף. ע""י שמואל דוד רייטשיק וישכר דוב ווייס",,,V,V,,,V,,,,,,,,36
1263,לד,"דרושי אדמו""ר הזקן כת""י קדום. 17*11 ס""מ. יד דף. ע""י שמואל דוד רייטשיק וישכר דוב ווייס",,,V,,,,V,,,,,,,,14
1264,לד,"דרושי אדמו""ר הזקן כת""י קדום. 17*11 ס""מ. ט דף. ע""י שמואל דוד רייטשיק וישכר דוב ווייס",,,V,,,,V,,,,,,,,10
1265,לד,"דרושי אדמו""ר הזקן כת""י קדום. 17.5*11 ס""מ. יט דף ע""י שמואל דוד רייטשיק וישכר דוב ווייס",,,V,,,,V,,,,,,,,21
1266,לד,"דרושי אדמו""ר הזקן כת""י קדום. 17*11 ס""מ. ט דף ע""י שמואל דוד רייטשיק וישכר דוב ווייס",,,V,,,,V,,,,,,,,10
1267,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי כת""י קדום. 17*11 ס""מ. יח דף. ע""י שמואל דוד רייטשיק וישכר דוב ווייס",,,V,V,,,V,,,,,,,,20
1268,לד,"דרושי אדמו""ר הזקן דף אחד בגודל 17*11 ס""מ. ע""י שמואל דוד רייטשיק וישכר דוב ווייס",,,V,,,,V,,,,,,,,2
1269,לד,"דרושי אדמו""ר הצ""צ 21*16*5 ס""מ. כח דף. בעלים: שאול יצחק ב""ר נפתלי צ""ה שור דובראוונא. יהודה ליב ביסטריצקי.",,,,,V,,V,,,,,,,,30
1270,לד,"כנראה דרושי אדמו""ר הצ""צ 21*17 ס""מ. עז דף. בעלים: ח. גליצנשטיין.",,,,,V,,V,,,,,,,,77
1271,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ 23*18 ס""מ. לה דף. בעלים: שלמה וועג.",,,V,V,V,,V,,,,,,,,36
1272,לד,"דרושי אדמו""ר מהר""ש תרמב כת""י ר""ש סופר. 22*17.5 ס""מ. קטז דף.",,,,,,V,V,,,,,,,,0
1273,לו,"רשימת סיפורי וכו' אסתרמן, שמואל גרונם הנדפסת בשם רמ""ח אותיות כת""י מעתיק א'. 22*15 ס""מ. כג דף. בעלים: דינה לבנהרץ. נכרך עמו: הגש""פ ע""פ סוד קדושים, תרכ""ו.",,,,,,,,,,,,,,,139
1274,לד,"עלים נפרדים, דרושי חסיד אחד מחסידי בני או נכדי אדמו""ר הצ""צ. אוטוגרף. נכתב בשנת תרלח 6.5*4 ס""מ. (22) דף.",,,,,V,,V,,,,,,,,0
1275,לד,"דרושי אדמו""ר הצ""צ לס' בראשית ושמות 22.5*17.5 ס""מ. קיב דף. בסופו רשום בעפרון:"" בוך קאפוסט ג'"". ע""י יי""צ זלצמן.",,,,,V,,V,,,,V,,,,108
